NAME_ID s	iID i	N.X d	N.Y d	N.Z d	D.X d	D.Y d	D.Z d	S.X d	S.Y d	S.Z d	NC.X d	NC.Y d	NC.Z d	DC.X d	DC.Y d	DC.Z d	SC.X d	SC.Y d	SC.Z d	LPITCH  d	LPITCHSENSE s	PITCHANGLE  d	MISFIT d	LINEATION s	OFFSET s	DEPTH d	GC s	COLOR s	LOC s	LOCX d	LOCY d	FORMATION s	DATATYPE s	DIPDIR d	DIP d	LDIR d	LDIP d	corr.DIPDIR d	corr.DIP d	corrL.DIPDIR d	corrL.DIP d	PALEON d	COMMENT s	DATAGROUP s	PSCOLOR s	DASHED s	ptnP.X d	ptnP.Y d	ptnP.Z d	ptnT.X d	ptnT.Y d	ptnT.Z d	ptnN.X d	ptnN.Y d	ptnN.Z d	ptnPd.DIPDIR d	ptnPd.DIP d	ptnTd.DIPDIR d	ptnTd.DIP d	ptnNd.DIPDIR d	ptnNd.DIP d	avD.X d	avD.Y d	avD.Z d	avS0D.X d	avS0D.Y d	avS0D.Z d	avS0N.X d	avS0N.Y d	avS0N.Z d	avS0d.DIPDIR d	avS0d.DIP d	avd.DIPDIR d	avd.DIP d	avS0offset s	fold_great_circle_N.X d	fold_great_circle_N.Y d	fold_great_circle_N.Z d	SHEAR_S.X d	SHEAR_S.Y d	SHEAR_S.Z d	NORMAL_S.X d	NORMAL_S.Y d	NORMAL_S.Z d	UPSILON.X d	UPSILON.Y d	UPSILON.Z d	lambda d	ANG d	RUP d
ANG_020	19	0.50259761	-0.62065636	0.60181502	0.37873447	-0.46769811	-0.79863551	0.77714596	0.62932039	0.00000000	0.52030106	-0.60573197	0.60197641	0.39223985	-0.45664373	-0.79851387	0.75857413	0.65158675	0.00000000	89.00000000	E	89.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	141.00000000	53.00000000	NAN	NAN	141.00000000	53.00000000	139.33865686	52.98842120	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	5.18049316	-9.27592947	-13.89275409	1.56653436	-1.93450883	1.87578272	-4.84080349	8.88046441	13.20122079	0.86602540	6.94519877	31935.35151089
ANG_021	20	-0.71791667	0.13954886	0.68199836	-0.66946813	0.13013142	-0.73135370	-0.19080900	-0.98162718	0.00000000	-0.64018875	0.32490416	0.69612905	-0.62076004	0.31504384	-0.71791667	-0.45256528	-0.89173127	0.00000000	79.00000000	N	101.00000001	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	281.00000000	47.00000000	NAN	NAN	281.00000000	47.00000000	296.90838926	45.88274399	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-8.54366924	6.63499388	-10.35126898	0.73475130	-0.14282118	-0.69799073	8.00607527	-6.36215792	9.72953490	0.86602540	8.03406634	23006.03921531
ANG_022	21	-0.36418692	0.60610881	0.70710678	-0.36418692	0.60610881	-0.70710678	-0.85716730	-0.51503808	0.00000000	-0.57457998	0.30581438	0.75916758	-0.67015777	0.35668469	-0.65089522	-0.46983658	-0.88275342	0.00000000	67.00000000	W	67.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	329.00000000	45.00000000	NAN	NAN	329.00000000	45.00000000	298.02368882	40.60913198	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-8.86024937	9.30284513	-12.53746043	0.06275786	-0.10444662	-0.12185091	8.27987572	-8.99394713	11.97376863	0.86602540	14.01532734	33811.77511853
ANG_023	22	-0.39098036	-0.87815626	0.27563736	-0.11211181	-0.25180725	-0.96126170	0.91354546	-0.40673664	0.00000000	-0.87011171	-0.11859185	0.47837390	-0.47399165	-0.06460268	-0.87815626	0.13504641	-0.99083927	0.00000000	66.00000000	W	114.00000001	NAN	PITCH	NORMAL	NAN	XXB		ANG002	0.00000000	0.00000000		STRIAE	204.00000000	74.00000000	NAN	NAN	204.00000000	74.00000000	262.23869662	61.42074725	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	4.70878370	-3.60558257	-4.80784964	-1.65936870	-3.72700313	1.16983883	-5.11927251	3.54963501	4.04734401	0.86602540	73.07150974	6372.54439225
ANG_024	23	-0.59619974	0.30377894	0.74314483	-0.66214689	0.33738069	-0.66913061	-0.45399050	-0.89100652	0.00000000	-0.58881243	0.31764653	0.74323657	-0.65412281	0.35287951	-0.66902869	-0.47478761	-0.88010041	0.00000000	89.00000000	N	91.00000001	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	297.00000000	42.00000000	NAN	NAN	297.00000000	42.00000000	298.34552197	41.99214318	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-9.58013385	8.08362585	-10.99019770	1.27742564	-0.65088087	-1.59227218	9.01364688	-7.77802323	10.41080185	0.86602540	8.85504827	28882.32486643
ANG_025	24	-0.67070549	0.48729606	0.55919290	-0.45239656	0.32868534	-0.82903757	-0.58778525	-0.80901699	0.00000000	-0.62145600	0.54700382	0.56087366	-0.42101427	0.37057557	-0.82790141	-0.66071130	-0.75064011	0.00000000	87.00000000	N	93.00000001	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	306.00000000	56.00000000	NAN	NAN	306.00000000	56.00000000	311.35414352	55.88376126	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-5.44285675	7.07030752	-12.68951523	-4.31041710	3.13170134	3.59376017	5.07824770	-6.74937967	11.97253158	0.86602540	6.35198396	24789.60053168
ANG_026	25	0.75722776	-0.61319095	0.22495105	0.17481980	-0.14156629	-0.97437006	0.62932039	0.77714596	0.00000000	-0.30350543	-0.68191898	0.66548550	-0.27059961	-0.60798586	-0.74641077	0.91359745	-0.40661984	0.00000000	50.00000000	S	130.00000001	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	129.00000000	77.00000000	NAN	NAN	129.00000000	77.00000000	203.99267469	48.28041723	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-0.95629931	-4.37430387	-8.70476985	10.37545114	-8.40187467	3.08225450	0.72195318	3.84777267	8.05835916	0.86602540	15.87309421	9268.05643714
ANG_027	26	0.45046245	-0.74969541	0.48480962	0.24969541	-0.41556295	-0.87461971	0.85716730	0.51503807	0.00000000	-0.22115847	-0.73989779	0.63532683	-0.18194771	-0.60871604	-0.77224337	0.95811480	-0.28638442	0.00000000	62.00000000	W	118.00000001	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	149.00000000	61.00000000	NAN	NAN	149.00000000	61.00000000	196.64161992	50.55577070	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	4.04156382	-6.28653367	-13.47654404	3.57040986	-5.94215987	3.84264892	-4.19913516	5.75937012	12.80776167	0.86602540	28.84214182	24807.79874226
ANG_028	27	-0.29004953	0.79690454	0.52991926	-0.18124306	0.49796122	-0.84804810	-0.93969262	-0.34202014	0.00000000	0.11934429	0.80641286	0.57918497	0.08479238	0.57294458	-0.81519615	-0.98922555	0.14639947	0.00000000	74.00000000	E	106.00000001	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	340.00000000	58.00000000	NAN	NAN	340.00000000	58.00000000	8.41832800	54.60676149	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-7.43156775	5.93466181	-12.99232192	-1.82365322	5.01044604	3.33180670	7.50500011	-5.43847725	12.28634135	0.86602540	33.91796256	27349.80336915
ANG_029	28	0.41790046	-0.82017583	0.39073113	0.17738822	-0.34814398	-0.92050485	0.89100652	0.45399050	0.00000000	0.07820613	-0.90580206	0.41642098	0.03582015	-0.41487752	-0.90917191	0.99629349	0.08601908	0.00000000	81.00000000	W	99.00000001	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	153.00000000	67.00000000	NAN	NAN	153.00000000	67.00000000	175.06537177	65.39116547	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	3.61041785	-3.86992850	-11.98475563	4.51732773	-8.86575486	4.22363873	-3.57939669	3.51063403	11.19738966	0.86602540	15.39823811	17380.34087642
ANG_030	29	0.73443119	-0.42402405	0.52991926	0.45892354	-0.26495963	-0.84804810	0.50000000	0.86602540	0.00000000	0.12858639	-0.70759694	0.69481804	0.12422961	-0.68362206	-0.71918557	0.98388645	0.17879445	0.00000000	58.00000000	S	122.00000001	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	120.00000000	58.00000000	NAN	NAN	120.00000000	58.00000000	169.70045247	45.98728075	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	4.39018572	-9.05518811	-13.33015676	2.73040771	-1.57640163	1.97009013	-4.28259973	8.46315405	12.70732379	0.86602540	12.23913825	29033.98832769
ANG_031	30	0.79172110	-0.49472225	0.35836795	0.30391326	-0.18990608	-0.93358043	0.52991926	0.84804810	0.00000000	0.88309053	-0.29172411	0.36748899	0.34894228	-0.11527117	-0.93002787	0.31367244	0.94953125	0.00000000	85.00000000	N	85.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	122.00000000	69.00000000	NAN	NAN	122.00000000	69.00000000	108.28068876	68.43916000	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	0.89818516	-7.02904794	-11.68781577	7.56872252	-4.72946273	3.42593820	-0.59599227	6.92922018	10.88238801	0.86602540	28.65930064	19259.90474516
ANG_032	31	0.65164092	-0.60766499	0.45399050	0.33202763	-0.30962078	-0.89100652	0.68199836	0.73135370	0.00000000	0.49506605	-0.73493401	0.46344536	0.25892051	-0.38437192	-0.88612550	0.82937915	0.55868616	0.00000000	84.00000000	S	96.00000001	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	133.00000000	63.00000000	NAN	NAN	133.00000000	63.00000000	146.03501437	62.39034516	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	2.71340637	-7.07658217	-13.36670668	5.35878854	-4.99715115	3.73340441	-2.48917463	6.74370632	12.59929949	0.86602540	6.49681697	24296.73678682
ANG_033	32	0.84031395	-0.39184483	0.37460659	0.33950887	-0.15831559	-0.92718385	0.42261826	0.90630779	0.00000000	0.88528509	-0.27126652	0.37773639	0.36116172	-0.11066614	-0.92591318	0.29297187	0.95612106	0.00000000	87.00000000	N	87.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	115.00000000	68.00000000	NAN	NAN	115.00000000	68.00000000	107.03596157	67.80646023	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	1.50195616	-7.91444646	-11.64781855	6.51093067	-3.03609683	2.90253133	-1.18918094	7.81860677	10.84595421	0.86602540	30.49464119	20805.33493900
ANG_034	33	0.24194429	-0.70265724	0.66913061	0.21784762	-0.63267542	-0.74314483	0.94551858	0.32556815	0.00000000	0.32973969	-0.66282796	0.67225801	0.29942601	-0.60189276	-0.74031694	0.89532999	0.44540341	0.00000000	85.00000000	E	85.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	161.00000000	48.00000000	NAN	NAN	161.00000000	48.00000000	153.55084799	47.75842058	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	5.31101638	-10.20836406	-12.64020938	0.01774893	-0.05154664	0.04908714	-5.05170584	9.68710963	11.99907610	0.86602540	0.70138270	30407.61289382
ANG_035	34	-0.31930331	0.87727864	0.35836795	-0.12256906	0.33675572	-0.93358043	-0.93969262	-0.34202014	0.00000000	-0.40263512	0.84166253	0.35984600	-0.15528919	0.32461424	-0.93301171	-0.90209214	-0.43154347	0.00000000	88.00000000	W	88.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	340.00000000	69.00000000	NAN	NAN	340.00000000	69.00000000	334.43444713	68.90926161	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-5.98723164	2.13330646	-10.55687899	-3.66029707	10.05658354	4.10811009	5.85274726	-1.85218228	9.74886714	0.86602540	21.41338856	15325.83682028
ANG_036	35	-0.88667033	0.27108232	0.37460659	-0.35823807	0.10952437	-0.92718385	-0.29237170	-0.95630476	0.00000000	-0.67635939	0.61342127	0.40774050	-0.30202581	0.27392103	-0.91309785	-0.67180234	-0.74073046	0.00000000	80.00000000	N	100.00000001	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	287.00000000	68.00000000	NAN	NAN	287.00000000	68.00000000	312.20632314	65.93702435	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-1.37162186	7.03279879	-8.33579522	-7.87972120	2.40907253	3.32907893	1.11005984	-6.79557622	7.54502929	0.86602540	25.12509733	12048.09415190
ANG_037	36	0.09822463	0.93454489	0.34202014	0.03575084	0.34014652	-0.93969262	-0.99452190	0.10452846	0.00000000	-0.54443718	0.70872368	0.44866346	-0.27332310	0.35579964	-0.89370079	-0.79302121	-0.60919403	0.00000000	72.00000000	W	72.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	6.00000000	70.00000000	NAN	NAN	6.00000000	70.00000000	322.46875140	63.34203499	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-7.63331007	4.17936584	-9.22760255	0.58670221	5.58209866	2.04290903	7.39660532	-3.87123431	8.45363496	0.86602540	21.26831512	16299.77235902
ANG_038	37	-0.01650157	0.94537457	0.32556815	-0.00568195	0.32551857	-0.94551858	-0.99984770	-0.01745241	0.00000000	0.03412967	0.94475830	0.32598608	0.01176867	0.32577358	-0.94537457	-0.99934812	0.03610174	0.00000000	89.00000000	E	91.00000001	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	359.00000000	71.00000000	NAN	NAN	359.00000000	71.00000000	2.06892713	70.97467288	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-7.77350555	3.05287510	-9.25884648	-0.13428584	7.69323077	2.64939531	7.78369752	-2.77074690	8.44012809	0.86602540	39.24775279	16107.92789140
ANG_039	38	0.75440651	0.63302222	0.17364818	0.13302222	0.11161890	-0.98480775	-0.64278761	0.76604444	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		ANG002	0.00000000	0.00000000		BEDDING	50.00000000	80.00000000	NAN	NAN	50.00000000	80.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	50.50000000	79.99962691		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
ANG_040	39	0.76533937	0.61975960	0.17364818	0.13494998	0.10928034	-0.98480775	-0.62932039	0.77714596	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		ANG002	0.00000000	0.00000000		BEDDING	51.00000000	80.00000000	NAN	NAN	51.00000000	80.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	50.50000000	79.99962691		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
